,text,favourite_count,retweet_count,created_at
340,RT @_unknown___soul: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,1,2021-08-30 15:15:41
341,RT @Manju_P_Man: Dear @_PVRCinemas @INOXMovies   - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you ce…,0,6,2021-08-30 15:15:37
342,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 15:14:19
343,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 15:13:47
344,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 15:13:41
345,RT @iluvstocks1: $WISH 9/3 8$ C @ 0.19  fast and furious also $WISH 9/03 7.5 C with action - they want it !  these are weeklies so manage i…,0,3,2021-08-30 15:12:23
346,@srisakthicinema Hi ssc fast and furious 9 unga theatre la podunga eager to watch,0,0,2021-08-30 15:11:43
347,"RT @veereshhpt: #FF9InKannada #ShangchiInKannada 
#EntertainmentInKannada
#bookmyshow

Dear 
@_PVRCinemas
 and 
@INOXMovies
  - Please add…",0,2,2021-08-30 15:11:10
348,RT @Manju_P_Man: Dear @_PVRCinemas @INOXMovies   - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you ce…,0,6,2021-08-30 15:10:36
349,RT @iluvstocks1: $WISH 9/3 8$ C @ 0.19  fast and furious also $WISH 9/03 7.5 C with action - they want it !  these are weeklies so manage i…,0,3,2021-08-30 15:10:28
350,RT @iluvstocks1: $WISH 9/3 8$ C @ 0.19  fast and furious also $WISH 9/03 7.5 C with action - they want it !  these are weeklies so manage i…,0,3,2021-08-30 15:04:25
351,$WISH 9/3 8$ C @ 0.19  fast and furious also $WISH 9/03 7.5 C with action - they want it !  these are weeklies so manage it !,9,3,2021-08-30 15:04:08
352,"#Weareback Fast and Furious 9 (Tamil-2D) releasing at @gvstudiocitytnj on Sep 2, 2021 (Thursday) 
Screen : Shanthi 4K AC DTS
#fastandfurious9 https://t.co/1jhaMAOdJv",19,2,2021-08-30 15:00:09
353,@Competitionwor1 @haltyballa Amazon because I have Fast and Furious 9 on wish list and would like to watch it,1,0,2021-08-30 14:57:49
354,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 14:56:33
355,"RT @veereshhpt: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#FF9InK…",0,4,2021-08-30 14:54:12
356,"RT @Amara_Bengaluru: Dear @_PVRCinemas - You only have English version in Hubli, Karnataka so far, for Fast and Furious 9
Request you to ad…",0,26,2021-08-30 14:52:56
357,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 14:52:50
358,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 14:50:41
359,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 14:48:40
360,RT @Sanjivk68670032: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,9,2021-08-30 14:47:16
361,Disney unveils Artemis Fowl trailer  Fast and Furious 9: repeat teasers for the next installment in the saga https://t.co/AyhfRD5WRP https://t.co/YhOxWSmLlf,0,0,2021-08-30 14:45:50
362,"Fast and Furious 9: repeat teasers for the next installment in the saga  There are generally two schools among moviegoers. On the one hand, we have those who browse the web for the slightest info or t https://t.co/HuANuNhL0K https://t.co/SXQoO416FN",0,0,2021-08-30 14:45:13
363,"RT @Amara_Bengaluru: Dear @_PVRCinemas - You only have English version in Hubli, Karnataka so far, for Fast and Furious 9
Request you to ad…",0,26,2021-08-30 14:41:35
364,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 14:40:30
365,"RT @Gadgets360: Fast &amp; Furious 9 will now release on September 2 in India in English, Hindi, Tamil, and Telugu

https://t.co/VtHMF1pVl6",0,2,2021-08-30 14:37:14
366,RT @Sanjivk68670032: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,9,2021-08-30 14:35:04
367,"RT @Gadgets360: Fast &amp; Furious 9 will now release on September 2 in India in English, Hindi, Tamil, and Telugu

https://t.co/VtHMF1pVl6",0,2,2021-08-30 14:34:41
368,"Fast &amp; Furious 9 will now release on September 2 in India in English, Hindi, Tamil, and Telugu

https://t.co/VtHMF1pVl6",20,2,2021-08-30 14:30:00
369,"RT @Amara_Bengaluru: Dear @_PVRCinemas - You only have English version in Hubli, Karnataka so far, for Fast and Furious 9
Request you to ad…",0,26,2021-08-30 14:28:28
370,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 14:20:50
371,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 14:16:27
372,RT @Manju_P_Man: Dear @_PVRCinemas @INOXMovies   - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you ce…,0,6,2021-08-30 14:16:05
373,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 14:15:05
374,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 14:14:48
375,RT @Amara_Bengaluru: Dear @INOXMovies - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Be…,0,13,2021-08-30 14:14:36
376,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 14:14:32
377,RT @Sanjivk68670032: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,9,2021-08-30 14:13:33
378,"RT @Amara_Bengaluru: Dear @_PVRCinemas - You only have English version in Hubli, Karnataka so far, for Fast and Furious 9
Request you to ad…",0,26,2021-08-30 14:12:14
379,"RT @Amara_Bengaluru: Dear @_PVRCinemas - You only have English version in Hubli, Karnataka so far, for Fast and Furious 9
Request you to ad…",0,26,2021-08-30 14:11:48
380,"RT @AlangarCinemas: Fast and Furious 9 for our Furious Fans! 

Because you're our Family ❤
#FastAndFurious9 #family #AlangarCinemas https:/…",0,6,2021-08-30 14:10:44
381,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 14:10:21
382,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 14:09:50
383,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 14:08:05
384,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 14:05:44
385,A VER FAST AND FURIOUS 9 PORFIN,0,0,2021-08-30 13:54:17
386,"Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Bengaluru.
Looking forward to watch such great movies in Kannada.
#FF9InKannada
#ShangChiInKannada https://t.co/ZcS1nEJ2JG https://t.co/lwQewwSgQE",2,1,2021-08-30 13:49:07
387,"Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Bengaluru.
Looking forward to watch such great movies in Kannada.
#FF9InKannada
#ShangChiInKannada https://t.co/e1955quXUp",23,9,2021-08-30 13:46:37
388,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 13:34:18
389,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 13:34:13
390,RT @Amara_Bengaluru: Dear @INOXMovies - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Be…,0,13,2021-08-30 13:34:10
391,"RT @Spidex_: Fast and Furious 9 (2021)
Director: Justin Lee https://t.co/29GohkQaiM",0,18,2021-08-30 13:32:11
392,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 13:31:29
393,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 13:31:18
394,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 13:31:02
395,RT @Monster_Rocky12: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,13,2021-08-30 13:30:28
396,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 13:28:54
397,RT @Monster_Rocky12: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,13,2021-08-30 13:27:24
398,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 13:27:16
399,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 13:26:20
400,RT @veereshhpt: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Bengal…,0,6,2021-08-30 13:25:54
401,RT @Manju_P_Man: Dear @_PVRCinemas @INOXMovies   - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you ce…,0,6,2021-08-30 13:24:53
402,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 13:23:04
403,"Dear @_PVRCinemas @INOXMovies   - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Bengaluru.
Looking forward to watch such great movies in Kannada.
#FF9InKannada
#ShangChiInKannada https://t.co/mnn23lNwea https://t.co/g8fCvEDgzT",10,6,2021-08-30 13:22:03
404,"RT @Amara_Bengaluru: Dear @_PVRCinemas - You only have English version in Hubli, Karnataka so far, for Fast and Furious 9
Request you to ad…",0,26,2021-08-30 13:21:49
405,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 13:20:48
406,RT @Amara_Bengaluru: Dear @INOXMovies - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Be…,0,13,2021-08-30 13:20:14
407,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 13:20:00
408,"RT @Amara_Bengaluru: Dear @_PVRCinemas - You only have English version in Hubli, Karnataka so far, for Fast and Furious 9
Request you to ad…",0,26,2021-08-30 13:19:48
409,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 13:19:19
410,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 13:19:16
411,RT @veereshhpt: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Bengal…,0,6,2021-08-30 13:19:16
412,RT @Monster_Rocky12: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,13,2021-08-30 13:19:13
413,"RT @2310ravi: #FF9InKannada #ShangchiInKannada 
#EntertainmentInKannada
#bookmyshow

Dear 
@_PVRCinemas
 and 
@INOXMovies
  - Please add Fa…",0,7,2021-08-30 13:18:35
414,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 13:18:00
415,RT @Monster_Rocky12: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,13,2021-08-30 13:17:52
416,RT @veereshhpt: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Bengal…,0,6,2021-08-30 13:17:26
417,"RT @veereshhpt: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#FF9InK…",0,4,2021-08-30 13:17:22
418,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 13:17:15
419,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 13:16:56
420,RT @Monster_Rocky12: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,13,2021-08-30 13:16:47
421,RT @Monster_Rocky12: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,13,2021-08-30 13:16:37
422,RT @Monster_Rocky12: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,13,2021-08-30 13:15:38
423,RT @Monster_Rocky12: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,13,2021-08-30 13:15:28
424,RT @veereshhpt: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Bengal…,0,6,2021-08-30 13:12:22
425,RT @Monster_Rocky12: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,13,2021-08-30 13:12:16
426,"#FF9InKannada #ShangchiInKannada 
#EntertainmentInKannada
#bookmyshow

Dear 
@_PVRCinemas
 and 
@INOXMovies
  - Please add Fast and Furious 9 and shang chi in Kannada in all centres of Karnataka.
#FF9InKannada 
@UniversalIND
 
@Marvel_India https://t.co/QQ7XK23r6n",1,2,2021-08-30 13:10:55
427,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 13:10:04
428,RT @Monster_Rocky12: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,13,2021-08-30 13:09:43
429,RT @veereshhpt: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Bengal…,0,6,2021-08-30 13:09:02
430,"Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Bengaluru.
Looking forward to watch such great movies in Kannada.
#FF9InKannada
#ShangChiInKannada https://t.co/orplhpqxVD https://t.co/y1l2eGKcaH",13,13,2021-08-30 13:08:55
431,"RT @2310ravi: #FF9InKannada #ShangchiInKannada 
#EntertainmentInKannada
#bookmyshow

Dear 
@_PVRCinemas
 and 
@INOXMovies
  - Please add Fa…",0,7,2021-08-30 13:08:21
432,"Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#FF9InKannada @UniversalIND @Marvel_India https://t.co/blP3TBR0ZK https://t.co/eTZuqPBpFB",7,4,2021-08-30 13:07:32
433,"Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Bengaluru.
Looking forward to watch such great movies in Kannada.
#FF9InKannada
#ShangChiInKannada https://t.co/dLHuGbht2O https://t.co/cvTw31C078",9,6,2021-08-30 13:07:05
434,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 13:06:53
435,RT @Supriya_pro: Car space me uda rahe hai fast and furious 9 me,0,1,2021-08-30 13:05:14
436,RT @Amara_Bengaluru: Dear @INOXMovies - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Be…,0,13,2021-08-30 13:05:12
437,"RT @Amara_Bengaluru: Dear @_PVRCinemas - You only have English version in Hubli, Karnataka so far, for Fast and Furious 9
Request you to ad…",0,26,2021-08-30 13:04:41
438,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 13:04:32
439,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 13:04:29
440,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 13:04:23
441,"RT @Amara_Bengaluru: Dear @_PVRCinemas - You only have English version in Hubli, Karnataka so far, for Fast and Furious 9
Request you to ad…",0,26,2021-08-30 13:02:41
442,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 13:02:36
443,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 13:02:32
444,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 12:58:09
445,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 12:58:05
446,"RT @2310ravi: #FF9InKannada #ShangchiInKannada 
#EntertainmentInKannada
#bookmyshow

Dear 
@_PVRCinemas
 and 
@INOXMovies
  - Please add Fa…",0,7,2021-08-30 12:57:57
447,"RT @Amara_Bengaluru: Dear @_PVRCinemas - You only have English version in Hubli, Karnataka so far, for Fast and Furious 9
Request you to ad…",0,26,2021-08-30 12:57:43
448,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 12:56:31
449,"#FF9InKannada #ShangchiInKannada 
#EntertainmentInKannada
#bookmyshow

Dear 
@_PVRCinemas
 and 
@INOXMovies
  - Please add Fast and Furious 9 and shang chi in Kannada in all centres of Karnataka.
#FF9InKannada 
@UniversalIND
 
@Marvel_India",9,7,2021-08-30 12:55:41
450,Car space me uda rahe hai fast and furious 9 me,20,1,2021-08-30 12:55:08
451,"RT @Amara_Bengaluru: Dear @_PVRCinemas - You only have English version in Hubli, Karnataka so far, for Fast and Furious 9
Request you to ad…",0,26,2021-08-30 12:55:02
452,RT @Amara_Bengaluru: Dear @INOXMovies - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Be…,0,13,2021-08-30 12:55:02
453,Request to all Fans Please Visit Your Nearest Theatre and Enjoy Movies like Bell Bottom Chehre Now Hollywood ALSO releasing Fast And Furious 9 #FastAndFurious9 in Theatre With Multiple Language https://t.co/dbA0KnYmMZ,2,0,2021-08-30 12:54:52
454,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 12:54:35
455,"RT @Amara_Bengaluru: Dear @_PVRCinemas - You only have English version in Hubli, Karnataka so far, for Fast and Furious 9
Request you to ad…",0,26,2021-08-30 12:54:34
456,Me: anytime i want to watch fast and fast furious 9 https://t.co/FYwJhr9O70,0,0,2021-08-30 12:54:28
457,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 12:54:20
458,RT @Amara_Bengaluru: Dear @INOXMovies - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Be…,0,13,2021-08-30 12:54:16
459,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 12:54:05
460,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 12:53:50
461,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 12:52:32
462,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 12:50:50
463,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 12:49:14
464,"Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#FF9InKannada @UniversalIND @Marvel_India https://t.co/cVmDEUwuIT",91,39,2021-08-30 12:47:52
465,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 12:47:37
466,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 12:45:55
467,"RT @Amara_Bengaluru: Dear @_PVRCinemas - You only have English version in Hubli, Karnataka so far, for Fast and Furious 9
Request you to ad…",0,26,2021-08-30 12:45:49
468,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 12:45:15
469,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 12:44:47
470,RT @Amara_Bengaluru: Dear @INOXMovies - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Be…,0,13,2021-08-30 12:44:27
471,"Dear @_PVRCinemas - You only have English version in Hubli, Karnataka so far, for Fast and Furious 9
Request you to add the Kannada version too.
@UniversalIND #FF9InKannada #DubbingInKannada #EntertainmentInKannada https://t.co/p7FBOdB3AD",41,26,2021-08-30 12:44:26
472,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 12:43:51
473,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 12:43:23
474,RT @Amara_Bengaluru: Dear @INOXMovies - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Be…,0,13,2021-08-30 12:41:28
475,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 12:40:31
476,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 12:40:21
477,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 12:39:24
478,RT @Amara_Bengaluru: Dear @INOXMovies - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Be…,0,13,2021-08-30 12:38:55
479,"Dear @INOXMovies - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Bengaluru.
Looking forward to watch such great movies in Kannada.
#FF9InKannada
#ShangChiInKannada https://t.co/ECpxWdylx8",14,13,2021-08-30 12:38:29
480,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 12:38:15
481,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 12:37:56
482,"Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Bengaluru.
Looking forward to watch such great movies in Kannada.
#FF9InKannada
#ShangChiInKannada https://t.co/lEB05s7mHB",62,39,2021-08-30 12:34:51
483,Fast and Furious 9 is all about a hug.,3,0,2021-08-30 12:20:11
484,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 11:59:40
485,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 11:53:29
486,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 11:52:14
487,YOOO i can watcg fast and furious 9 at the cinema tomorrow lets go family,5,0,2021-08-30 11:41:25
488,"@Zacharyy_Paul Shorter. You get stuff like Fast and Furious 9 being 2hr25m, meanwhile Empire Strikes Back is 1hr25m. It's comical by this point, why has this become the norm",5,0,2021-08-30 11:35:34
489,I just watched fast and furious 9 and I got a 2 hour drive in the evening plans. Alone . Lol,2,0,2021-08-30 11:27:37
490,"RT @AlangarCinemas: Fast and Furious 9 for our Furious Fans! 

Because you're our Family ❤
#FastAndFurious9 #family #AlangarCinemas https:/…",0,6,2021-08-30 11:17:22
491,@Xposed Fast and furious 9,1,0,2021-08-30 11:11:29
492,@ubaldi @SamsungFR #UbaldiJeVeuxVibrer devant le film fast and furious 9,0,0,2021-08-30 11:03:14
493,#UbaldiJeVeuxVibrer devant le film Fast and furious 9,0,0,2021-08-30 11:02:56
494,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 10:53:46
495,@arabqoute Fast and Furious 9,0,0,2021-08-30 10:50:11
