,text,favourite_count,retweet_count,created_at
169,"September month for others 
vs 
CA students 

Others waiting for:👇
👉 Money heist 
👉 Shang chi 
👉Black widow 
👉 Fast and furious 9 
👉 Lucifer 
👉 Kota factory season 2 
👉Cinderella 

😑 CA students waiting for Result😑",0,0,2021-08-31 17:44:23
170,"RT @Shockng: NGN Box Office: Fast and Furious Franchise Titles has made close to a Billion in Revenue here in the West African Region 🤯

&gt;&gt;…",0,1,2021-08-31 17:33:43
171,"Install this app, Watch and download ""Fast &amp; Furious Presents: Hobbs &amp; Shaw"" at no cost. https://t.co/3i7oqJXATT https://t.co/6FTLak79ep",0,0,2021-08-31 16:19:16
172,"Liverpool’s window reminds me of Fast and Furious 9, it’s like they’re TRYING to take the piss",5,0,2021-08-31 16:13:06
173,fast and furious 9 is dope!!!!!!🤯🖤 wth nsjznsjxnsjsj i can’t wait for 10 😭😭😭,0,0,2021-08-31 16:05:55
174,RT @xrtghost: Fast and furious 9 set coming soon https://t.co/8w3Lb49LkG,0,7,2021-08-31 15:49:34
175,"NGN Box Office: Fast and Furious Franchise Titles has made close to a Billion in Revenue here in the West African Region 🤯

&gt;&gt; Read our just released piece to know more about this development + the latest box office milestone it has unlocked

Get It ⚡ 

https://t.co/A5LYD5jpbl",1,1,2021-08-31 15:45:05
176,"RT @asnanih97: September month for others vs CA students ​
Others waiting for
Money heist 
Shang chi 
Black widow 
Fast and furious 9
Lucif…",0,4,2021-08-31 15:32:07
177,@HEBobiwine One may think  it is Dominic Toreto in fast and furious 9.,0,0,2021-08-31 15:31:36
178,RT @xrtghost: Fast and furious 9 set coming soon https://t.co/8w3Lb49LkG,0,7,2021-08-31 15:29:13
179,RT @xrtghost: Fast and furious 9 set coming soon https://t.co/8w3Lb49LkG,0,7,2021-08-31 15:26:07
180,RT @xrtghost: Fast and furious 9 set coming soon https://t.co/8w3Lb49LkG,0,7,2021-08-31 15:21:32
181,Fast and furious 9 set coming soon https://t.co/8w3Lb49LkG,18,7,2021-08-31 15:19:28
182,In our HS BGCS we Going Fast &amp; Furious 9 with PEs in our Phenomena- based Unit 1 on  Motion and Forces @PgcpsScience @pgcps @PGCPSCurriculum @LibbyKara @PGCPSLitTeam @Professorkool2 @scifly1975 @DrEbonyR https://t.co/8juChLc5YC,5,1,2021-08-31 15:03:12
183,RT @DrMusaMthombeni: I still can’t believe they were driving cars in space on Fast and the furious 9.,0,8,2021-08-31 14:11:34
184,RT @DrMusaMthombeni: I still can’t believe they were driving cars in space on Fast and the furious 9.,0,8,2021-08-31 13:58:53
185,Fast and Furious 9: https://t.co/iBvPqO3s7H,0,0,2021-08-31 13:58:46
186,"@mrfunnyguy___ Fast and Furious 9 made 700 million dollars. Plenty of other movies did well. The Shiticide Squad bombed because it sucked, not because of delta.",0,0,2021-08-31 13:58:21
187,@ivanelmer21 I didn't see them in fast and furious 9,1,0,2021-08-31 13:37:32
188,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-31 13:31:02
189,RT @DrMusaMthombeni: I still can’t believe they were driving cars in space on Fast and the furious 9.,0,8,2021-08-31 13:22:12
190,Fast and furious 9 was the best joke of the year.,3,0,2021-08-31 13:20:14
191,@ubaldi @SamsungFR #UbaldiJeVeuxVibrer devant le film Fast and Furious 9,0,0,2021-08-31 13:05:57
192,@iamkingmonye Na tricks and lies go full inside like fast and furious 9.,0,0,2021-08-31 12:58:27
193,"fast and furious 9, physics who?",0,0,2021-08-31 12:56:21
194,"September month for Others vs CA Students
Others waiting for..
Money Heist
Shang Chi
Black Widow
Fast and Furious 9
Lucifer
Tuck Jagadish

CA Students waiting for results😅",0,0,2021-08-31 12:42:11
195,@ChrisExcel102 Their relationship is like watching the fast and the furious 9🙌 their actions are too fast now now they they are happy now now there's someone who's unhappy. https://t.co/ThtK5YJPaQ,2,0,2021-08-31 12:38:43
196,RT @DrMusaMthombeni: I still can’t believe they were driving cars in space on Fast and the furious 9.,0,8,2021-08-31 12:34:24
197,RT @DrMusaMthombeni: I still can’t believe they were driving cars in space on Fast and the furious 9.,0,8,2021-08-31 12:11:56
198,"RT @UniversalIND: Feel the thrill of the fast ride like never before. Get ready to experience #F9 in IMAX theatres near you,  in English, H…",0,3,2021-08-31 12:09:40
199,RT @DrMusaMthombeni: I still can’t believe they were driving cars in space on Fast and the furious 9.,0,8,2021-08-31 12:09:06
200,RT @DrMusaMthombeni: I still can’t believe they were driving cars in space on Fast and the furious 9.,0,8,2021-08-31 12:06:37
201,RT @DrMusaMthombeni: I still can’t believe they were driving cars in space on Fast and the furious 9.,0,8,2021-08-31 12:05:57
202,I still can’t believe they were driving cars in space on Fast and the furious 9.,84,8,2021-08-31 12:05:21
203,"RT @Amara_Bengaluru: Dear @_PVRCinemas - You only have English version in Hubli, Karnataka so far, for Fast and Furious 9
Request you to ad…",0,26,2021-08-31 12:02:53
204,Time to watch Fast &amp; Furious 9 and see how stupid it is. Lol 😂,1,0,2021-08-31 12:02:36
205,There are 9 fast and furious movies?????,0,0,2021-08-31 11:37:43
206,"RT @PaytmTickets: Crazier, bigger, faster than EVER! 😍

The Fast family is coming back at full throttle, buckle up good! 🔥

#F9 releasing o…",0,1,2021-08-31 11:08:47
207,"Crazier, bigger, faster than EVER! 😍

The Fast family is coming back at full throttle, buckle up good! 🔥

#F9 releasing on 3rd September, in cinemas near you.
Book your tickets now: https://t.co/yZpPPFxPAt 

@UniversalIND https://t.co/A0sBdyGanA",9,1,2021-08-31 11:08:07
208,"RT @UniversalIND: Feel the thrill of the fast ride like never before. Get ready to experience #F9 in IMAX theatres near you,  in English, H…",0,3,2021-08-31 10:38:35
209,@ubaldi @SamsungFR #UbaldiJeVeuxVibrer devant le film Fast and Furious 9 😁,0,0,2021-08-31 10:15:16
210,"Here is the saga we were telling you about - All 9 films + the spin off of The Fast and the Furious. Our retrospect on the series. so get those ear holes ready!
#fastsaga #fastandfurious #f9 #moviereviews #filmreview #movies #universalstudios https://t.co/Vwq6XUrxLm",3,0,2021-08-31 10:10:13
211,RT @UniversalIND: Take the leap as big as Dom and Letty and jump into the fastest ride of the year. Gear up for #F9 releasing in your nearb…,0,4,2021-08-31 09:52:10
212,RT @UniversalIND: You heard Dom. It's time to get in the car and drive yourselves to the theatres near you to enjoy #F9 releasing on 3rd Se…,0,2,2021-08-31 09:32:46
213,RT @UniversalIND: Take the leap as big as Dom and Letty and jump into the fastest ride of the year. Gear up for #F9 releasing in your nearb…,0,4,2021-08-31 09:32:36
214,I'm gonna watch fast and furious from the beginning again i mean from 1 to 9 ❤️ #fastandfurious,0,0,2021-08-31 09:32:02
215,"RT @odur_eN: behind the scenes. 
fast and furious 9.🤗🤗🤗",0,1,2021-08-31 09:31:23
216,"Feel the thrill of the fast ride like never before. Get ready to experience #F9 in IMAX theatres near you,  in English, Hindi, Kannada, Tamil, and Telugu. Tickets available at: https://t.co/Jh9El2TK0h https://t.co/YfzM0irXUu",22,3,2021-08-31 09:30:00
217,"RT @asnanih97: September month for others vs CA students ​
Others waiting for
Money heist 
Shang chi 
Black widow 
Fast and furious 9
Lucif…",0,4,2021-08-31 09:28:36
218,"#ShangChiInKannada
#FF9inKannada 
Please add Fast and Furious 9 and shang chi in Kannada in all centres of Karnataka.
Dear 
@_PVRCinemas
@INOXMovies",0,0,2021-08-31 09:27:11
219,"RT @2310ravi: #FF9InKannada #ShangchiInKannada 
#EntertainmentInKannada
#bookmyshow

Dear 
@_PVRCinemas
 and 
@INOXMovies
  - Please add Fa…",0,7,2021-08-31 09:21:24
220,"behind the scenes. 
fast and furious 9.🤗🤗🤗 https://t.co/8OWRk7St4I",2,1,2021-08-31 09:18:51
221,You heard Dom. It's time to get in the car and drive yourselves to the theatres near you to enjoy #F9 releasing on 3rd September. Get your ticket at: https://t.co/Jh9El3bkRP https://t.co/KhfwKaRDHh,22,2,2021-08-31 09:14:18
222,RT @UniversalIND: Take the leap as big as Dom and Letty and jump into the fastest ride of the year. Gear up for #F9 releasing in your nearb…,0,4,2021-08-31 09:14:00
223,The plot of Fast and Furious 9 is explaining how magnets work,1,0,2021-08-31 08:56:24
224,Fast and Furious (1-9) Then vs Now 2021. All cast in real life https://t.co/DeBUXOS1Cs @YouTubeより,0,0,2021-08-31 08:44:41
225,Watched Fast and Furious 9 last night and it hits hard without Paul Walker (Rest in peace you legend),6,0,2021-08-31 08:35:54
226,"RT @Amara_Bengaluru: Dear @_PVRCinemas - You only have English version in Hubli, Karnataka so far, for Fast and Furious 9
Request you to ad…",0,26,2021-08-31 08:19:49
227,"Nigerians really really like Fast and Furious! 

Vin Diesel’s Furious 9 is the 1st Title Smash Hit of 2021 to Cross N200M Milestone https://t.co/DX3MlKDXGz via @shockng",3,0,2021-08-31 08:15:02
228,It Is Family vs Family In The New ‘Fast And Furious 9’ https://t.co/Rt0Dfs5NpA,0,0,2021-08-31 08:13:22
229,"RT @Amara_Bengaluru: Dear @_PVRCinemas - You only have English version in Hubli, Karnataka so far, for Fast and Furious 9
Request you to ad…",0,26,2021-08-31 07:40:33
230,"@Alvan It’s always funny how people expect you to create always something new and fresh, and then the same people go to see fast and furious 9.",1,0,2021-08-31 07:34:00
231,"September month for others vs CA students ​
Others waiting for
Money heist 
Shang chi 
Black widow 
Fast and furious 9
Lucifer 
Kota factory season 2 
Cinderella

CA students waiting for Result😅

#icairesults #caexam #caresults #caexams #icai #KotaFactory2 #shang-chi #MCU",23,4,2021-08-31 07:31:03
232,RT @Manju_P_Man: Dear @_PVRCinemas @INOXMovies   - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you ce…,0,6,2021-08-31 07:20:27
233,Take the leap as big as Dom and Letty and jump into the fastest ride of the year. Gear up for #F9 releasing in your nearby theatres on 3rd September. Get your tickets today: https://t.co/Jh9El3bkRP https://t.co/JjB5jYqdjo,21,4,2021-08-31 07:11:33
234,"#FastandFurious9 finally releases in theatres this week. Read on to know what the upcoming movie has in store for you. 

#F9 #FastandFurious #VinDiesel 

https://t.co/5poN4IEWK9",1,0,2021-08-31 07:08:08
235,"RT @Amara_Bengaluru: Dear @_PVRCinemas - You only have English version in Hubli, Karnataka so far, for Fast and Furious 9
Request you to ad…",0,26,2021-08-31 06:55:21
236,RT @Monster_Rocky12: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,13,2021-08-31 06:42:00
237,"RT @Amara_Bengaluru: Dear @_PVRCinemas - You only have English version in Hubli, Karnataka so far, for Fast and Furious 9
Request you to ad…",0,26,2021-08-31 06:40:38
238,"RT @_PVRCinemas: Advance booking for Fast and Furious 9 preview is Now Open

BOOK YOUR TICKETS NOW ! 
https://t.co/fCBrAVEH3o
.
.
.
#PVR #P…",0,5,2021-08-31 06:16:47
239,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-31 05:42:48
240,"@gojouf The suicide squad, jungle cruise ,Fast and Furious 9,Loki",0,0,2021-08-31 05:21:25
241,"RT @Highonfilmss: Planning to watch Fast and furious 9 and Shangchi on same day on big screen , sorry lord 😢 https://t.co/KVl7NBup9m",0,6,2021-08-31 05:20:17
242,"1. Moana
2. Call Me By Your Name
3. 9/10 fast and furious movies https://t.co/wZfw5zdfAQ",1,0,2021-08-31 05:00:32
243,"RT @AlangarCinemas: Fast and Furious 9 for our Furious Fans! 

Because you're our Family ❤
#FastAndFurious9 #family #AlangarCinemas https:/…",0,6,2021-08-31 04:51:57
244,RT @Monster_Rocky12: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,13,2021-08-31 04:29:29
245,"My friend refused to got watch fast&amp;furious 9 w me because its too dumb,,, mannn if i want to leave my grey matter behind at the entrance of the cinema and enjoy cars going boom and have fun does not mean im less intellectual🤨 the fuck",1,0,2021-08-31 04:03:15
246,"RT @Amara_Bengaluru: Dear @_PVRCinemas - You only have English version in Hubli, Karnataka so far, for Fast and Furious 9
Request you to ad…",0,26,2021-08-31 04:00:16
247,os; fast and furious 9,0,0,2021-08-31 03:57:39
248,"RT @veereshhpt: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#FF9InK…",0,4,2021-08-31 03:52:12
249,"RT @Amara_Bengaluru: Dear @_PVRCinemas - You only have English version in Hubli, Karnataka so far, for Fast and Furious 9
Request you to ad…",0,26,2021-08-31 03:50:26
250,"RT @Amara_Bengaluru: Dear @_PVRCinemas - You only have English version in Hubli, Karnataka so far, for Fast and Furious 9
Request you to ad…",0,26,2021-08-31 03:44:03
251,F9 Review: Slick Racing  Character Nostalgia Overcomes Silly Action Scenes |  #movies #entertainment https://t.co/D2VKLgsaNq,0,0,2021-08-31 03:13:49
252,@MoreDodgerBlues Flew into out let space like it was in Fast and Furious 9,1,0,2021-08-31 02:23:59
253,Why hasn't there been a Shrek 5 yet? There's 9 Fast and Furious movies and they're all perfect. Shouldn't Shrek also keep going?,4,0,2021-08-31 02:18:55
254,@JohnCena @hulu @VacationFriends When fast and furious 9 come in india,0,0,2021-08-31 02:08:45
255,"Actually, I haven't seen
4. Oklahoma! 
5. Breakfast at Tiffany's
6. Heathers 
either. 
or
7. The Way We Were
8. Mommie Dearest
9. any The Fast and the Furious movies.",6,0,2021-08-31 02:02:52
256,fast and furious 9 was an excellent movie,2,0,2021-08-31 01:33:05
257,@EnjoymentBae @DavidHundeyin Fast and Furious 9,0,0,2021-08-31 01:22:12
258,"RT @KoritoPrime: The fast and the Furious (2001) and Fast &amp; Furious (2009) represent the early Hesei era of the franchise
 
Fast five (2011…",0,2,2021-08-31 00:01:29
259,"@mwaxy123 Fast and furious 9, Suicide Squad and this comedy on Hulu (that has been hilarious) that came out like last Friday😭

Mans said ima be the rock and actually did it",1,0,2021-08-30 23:50:17
260,"RT @Amara_Bengaluru: Dear @_PVRCinemas - You only have English version in Hubli, Karnataka so far, for Fast and Furious 9
Request you to ad…",0,26,2021-08-30 23:45:44
261,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 23:05:13
262,RT @Amara_Bengaluru: Dear @INOXMovies - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Be…,0,13,2021-08-30 23:05:09
263,"RT @Amara_Bengaluru: Dear @_PVRCinemas - You only have English version in Hubli, Karnataka so far, for Fast and Furious 9
Request you to ad…",0,26,2021-08-30 23:04:48
264,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 23:04:36
265,@httptaehyungii Fast and furious 1-9,0,0,2021-08-30 22:15:30
266,"@JohnCena @hbomax @JamesGunn @SuicideSquadWB I watch 2 times. And I would watch again. Because I watch Fast and Furious 9, 5 times. Just to see the love of my life there. And I don't know if John know that I am completely in love for him😏🤨😜😹♥️ @JohnCena",4,0,2021-08-30 22:06:32
267,063. Fast and Furious 9 (2021),0,0,2021-08-30 21:52:38
268,@Ashton5SOS have you seen fast and furious 9? 😁,0,0,2021-08-30 21:51:19
269,You come here to roast KOB..... Did you watch Fast and Furious 9?,0,0,2021-08-30 21:30:37
270,"Snake eyes is such a rubbish movie..
Rogue hostage, another rubbish..
Fast and furious 9, another bag of saw dust...

Nna this 2021 movies Sef 🤦‍♂🤦‍♂🤦‍♂",2,0,2021-08-30 21:29:32
271,"Fast &amp; Furious 9 (2021) is Now Available on 4K UHD, Blu-ray &amp; DVD.  Fast cars, thin plot, insane and unrealistic action sequences while remaining entertaining.  Review Attached!

#Fast9 | #FastAndFurious | #F9 | #TheFastSaga | #F9TheFastSaga |

https://t.co/Dlf6AwOhZl",0,0,2021-08-30 21:25:48
272,@ApartmentBoss Fast and the Furious 9?,0,0,2021-08-30 21:04:58
273,"When I saw Cardi B in Fast and Furious 9.
My reaction: https://t.co/iSABRdOHdq",0,0,2021-08-30 20:51:48
274,RT @Amara_Bengaluru: Dear @INOXMovies - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Be…,0,13,2021-08-30 20:42:10
275,"RT @Highonfilmss: Planning to watch Fast and furious 9 and Shangchi on same day on big screen , sorry lord 😢 https://t.co/KVl7NBup9m",0,6,2021-08-30 20:14:12
276,Today probably marks the 1 000 000 I’ve watched Fast And Furious 7 &amp; 9 😩😭 my older son is obsessed hle💔,4,0,2021-08-30 20:06:04
277,fast and furious 9 is the most unrealistic and stupid film ive ever watched,1,0,2021-08-30 19:41:53
278,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 19:15:46
279,"Just watched fast and furious 9
OK I love all the films and yes there over the top massively but that's the idea switching off from the real world and sitting in the world off unrealism.
Actually not a bad watch considering no dwayne johnson or statham",2,0,2021-08-30 19:12:35
280,@jaredngesa @OlisayDan @Tonygachoka They are waiting for it to roll in crowds for common sense to be restored. They act as if they are in Fast and Furious 9 in our terribly maintained Kenyan roads.,1,0,2021-08-30 19:11:17
281,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 18:48:44
282,"RT @KoritoPrime: The fast and the Furious (2001) and Fast &amp; Furious (2009) represent the early Hesei era of the franchise
 
Fast five (2011…",0,2,2021-08-30 18:40:03
283,"The fast and the Furious (2001) and Fast &amp; Furious (2009) represent the early Hesei era of the franchise
 
Fast five (2011) and The fate of the Furious (2017) represent the late Hesei era of the franchise

And Fast 9 (2021) is the start of the Reiwa era

In this essay I will",1,2,2021-08-30 18:37:08
284,"RT @Spidex_: Fast and Furious 9 (2021)
Director: Justin Lee https://t.co/29GohkQaiM",0,18,2021-08-30 18:25:50
285,"RT @Spidex_: Fast and Furious 9 (2021)
Director: Justin Lee https://t.co/29GohkQaiM",0,18,2021-08-30 18:24:29
286,"RT @2310ravi: #FF9InKannada #ShangchiInKannada 
#EntertainmentInKannada
#bookmyshow

Dear 
@_PVRCinemas
 and 
@INOXMovies
  - Please add Fa…",0,7,2021-08-30 18:16:28
287,RT @Manju_P_Man: Dear @_PVRCinemas @INOXMovies   - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you ce…,0,6,2021-08-30 18:15:30
288,"RT @Amara_Bengaluru: Dear @_PVRCinemas - You only have English version in Hubli, Karnataka so far, for Fast and Furious 9
Request you to ad…",0,26,2021-08-30 18:15:09
289,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 18:14:52
290,"Take a look at our review of @TheFastSaga #F9!
🚨 Spoiler Alert 🚨

#FastAndTheFurious #VinDiesel #Fast9 #TheFastSaga
https://t.co/57s7dpCoAg",1,0,2021-08-30 18:04:01
291,"Fast And The Furious 9: The Fast Saga Fast And The Furious 9: The Fast SagaDom Toretto, Letty and their son are finally living the live they have always wanted. Off the grid and in the middle of nowhere with nothing around them but themselves.... https://t.co/7Kgj5VJRHv",0,0,2021-08-30 18:01:38
292,Fast And The Furious 9: The Fast Saga https://t.co/HulAwkSlWs,0,0,2021-08-30 18:01:15
293,"RT @Spidex_: Fast and Furious 9 (2021)
Director: Justin Lee https://t.co/29GohkQaiM",0,18,2021-08-30 18:01:12
294,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 18:01:09
295,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 17:43:11
296,"it was F9 😁😁🙌🏻🙌🏻

loved watching fast and furious 9 Saturday night 🤩🤩❤️❤️ https://t.co/HaqHvMPJuL",0,0,2021-08-30 17:38:59
297,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 17:25:45
298,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 17:24:48
299,"Annoyed at myself. They keep making Fast &amp; Furious films and despite them getting increasingly shite with every installment, I keep watching them. The official order of best to worst now stands at....
5
3
1
2
4
Hobbs and Shaw
6
8
9
7*",0,0,2021-08-30 17:10:16
300,"RT @veereshhpt: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#FF9InK…",0,4,2021-08-30 17:10:14
301,RT @Amara_Bengaluru: Dear @INOXMovies - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Be…,0,13,2021-08-30 17:06:17
302,"Fast and furious 9, so unrealistic, let me just nos into a bridge and rope swing across and fat ass drop and the land without a drop on thei face",1,0,2021-08-30 17:03:44
303,1.99€ for a ticket to fast and furious 9???? wtf why is it so cheap,6,0,2021-08-30 16:55:49
304,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 16:47:51
305,"Yeah Candyman has just moved up my rankings to the worst film I’ve watched in the cinema, overtaking Fast and Furious 9",1,0,2021-08-30 16:45:35
306,"RT @Highonfilmss: Planning to watch Fast and furious 9 and Shangchi on same day on big screen , sorry lord 😢 https://t.co/KVl7NBup9m",0,6,2021-08-30 16:45:07
307,@ubaldi @SamsungFR #UbaldiJeVeuxVibrer devant fast and furious 9,0,0,2021-08-30 16:44:35
308,"I think Spiderman No Way Home could hit $1billion without no doubt even during this pandemic. It’s one of the most anticipating movie this year. Look how far Fast Furious 9 gets in the box office eventhough I haven’t watch that movie. And Hai, Mom did well in China’s box office. https://t.co/Guxtp2X4hx",0,0,2021-08-30 16:39:42
309,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 16:35:08
310,RT @Sanjivk68670032: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,9,2021-08-30 16:34:10
311,"RT @Highonfilmss: Planning to watch Fast and furious 9 and Shangchi on same day on big screen , sorry lord 😢 https://t.co/KVl7NBup9m",0,6,2021-08-30 16:31:13
312,"Fast and Furious 9. 
Just don't!!!!!",0,0,2021-08-30 16:28:35
313,"RT @Amara_Bengaluru: Dear @_PVRCinemas - You only have English version in Hubli, Karnataka so far, for Fast and Furious 9
Request you to ad…",0,26,2021-08-30 16:28:31
314,fast and furious 9 https://t.co/W5Q5Vr7Dw1,0,0,2021-08-30 16:16:22
315,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 16:13:56
316,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 16:08:56
317,RT @Sanjivk68670032: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,9,2021-08-30 15:56:11
318,"Fast and Furious 9
Shang chi

Big movies this weekend 😍😍",0,0,2021-08-30 15:55:46
319,"RT @Highonfilmss: Planning to watch Fast and furious 9 and Shangchi on same day on big screen , sorry lord 😢 https://t.co/KVl7NBup9m",0,6,2021-08-30 15:55:00
320,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 15:54:22
321,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 15:53:34
322,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 15:53:28
323,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 15:53:14
324,"Planning to watch Fast and furious 9 and Shangchi on same day on big screen , sorry lord 😢 https://t.co/KVl7NBup9m",100,6,2021-08-30 15:52:07
325,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 15:51:30
326,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 15:45:41
327,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 15:43:36
328,"RT @gvstudiocitytnj: #Weareback Fast and Furious 9 (Tamil-2D) releasing at @gvstudiocitytnj on Sep 2, 2021 (Thursday) 
Screen : Shanthi 4K…",0,2,2021-08-30 15:38:11
329,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 15:37:36
330,RT @Amara_Bengaluru: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,39,2021-08-30 15:37:14
331,"RT @INOXMovies: Yes! It's here! 
Advance booking for Fast and Furious 9 preview is now open!🔥
So hurry up! Book tickets now!
https://t.co/o…",0,6,2021-08-30 15:31:34
332,"RT @gvstudiocitytnj: #Weareback Fast and Furious 9 (Tamil-2D) releasing at @gvstudiocitytnj on Sep 2, 2021 (Thursday) 
Screen : Shanthi 4K…",0,2,2021-08-30 15:31:11
333,"RT @Amara_Bengaluru: Dear @_PVRCinemas and @INOXMovies  - Please add Fast and Furious 9 in Kannada too, at centres in Mysore, Karnataka.
#F…",0,39,2021-08-30 15:31:09
334,RT @Sanjivk68670032: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,9,2021-08-30 15:24:46
335,"RT @2310ravi: #FF9InKannada #ShangchiInKannada 
#EntertainmentInKannada
#bookmyshow

Dear 
@_PVRCinemas
 and 
@INOXMovies
  - Please add Fa…",0,7,2021-08-30 15:19:59
336,RT @veereshhpt: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in Bengal…,0,6,2021-08-30 15:16:53
337,RT @Monster_Rocky12: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,13,2021-08-30 15:16:47
338,"RT @2310ravi: #FF9InKannada #ShangchiInKannada 
#EntertainmentInKannada
#bookmyshow

Dear 
@_PVRCinemas
 and 
@INOXMovies
  - Please add Fa…",0,7,2021-08-30 15:16:43
339,RT @Sanjivk68670032: Dear @_PVRCinemas - Hope you are going to release both Fast and Furious 9 and Shang-Chi In Kannada at you centres in B…,0,9,2021-08-30 15:15:44
